study_id,title,year,organization,collection,created,modified,views,url,catalog_page,get_microdata_url,data_access_type,country,study_type,id_number,production_date,abstract,scope_notes,notes,kind_of_data,units_of_analysis,geographic_coverage,geographic_unit,universe,producers_and_sponsors,primary_investigator,other_producers,funding,overview_summary,data_description_summary,documentation_summary,resource_count,quality_flags,study_description,data_description,documentation,microdata_login_required
90,Agricultural Household Survey 2017,2017,National Institute of Statistics of Rwanda - Ministry of Finance and Economic Planning,,"Jan 11, 2021","Jan 11, 2021",1539662,https://microdata.statistics.gov.rw/index.php/catalog/90,1,https://microdata.statistics.gov.rw/index.php/catalog/90/get_microdata,Public use data files,Rwanda,Agricultural Survey,RWA-NISR-RAHS-2017-V0.1,2017-07-28,Agriculture statistics are useful for monitoring progress on agriculture programs and policies in Rwanda. The government of Rwanda needs updated information on agricultural household in order to assist in addressing key agricultural issues and information needs that will inform policy makers and other stakeholders and allow more effective identification of priority intervention needs and to facilitate evidence-based decision making for the development of Agriculture sector.,The,"Data collection consists of two distinct phases: The first Phase, known as Listing of households, consists of visiting all sampled segments and after identifying a dwelling (household) enumerators through reading the definition of household to the household head, identify the number of households in that dwelling record the information on household's main activity whereby each household was asked if there is at least one household member who was engaged in cropping or/ and livestock during the agricultural year 2016/2017.the second phase consists of visiting agricultural household from listing, all of them were interviewed and records were taken using survey instruments.In this phase each sampled agricultural household is requested to provide information related to socio-economic characteristics of agricultural households, crop production, use of agricultural production, awareness of agriculture technology, government policies and programs, access to inputs, access to finance, agricultural assets and livestock numbers. For AHS 2017 NISR employed 200 field workers 168 enumerators, 23 Team leaders at district level, 7 regional supervisors and 3 data editors. Training was provided to all fieldwork personnel on the data collection methodologies associated with the use of GPS household location and computer tablet questionnaires used for data collection. The computer assisted personal interviewing data collection method allowed for very fast and efficient uploading and transfer of the enumerated data from the field to NISR headquarters for processing. The tablet software instruments (electronic version of the paper questionnaires) allowed for instantaneous checking of the respondent data and automatically directed the enumerator questioning to reduce non-sampling errors within the data collection. Overview",Sample survey data [ssd],This seasonal agriculture survey focused on the following units of analysis: Agricultural Households for both household and individual level.,National coverage,,All household members,Primary Investigator(s) Name Affiliation National Institute of Statistics of Rwanda Ministry of Finance and Economic Planning Other Producer(s) Name Affiliation Role Ministry of Agriculture and Animal Resources Government of Rwanda Funding Name Abbreviation Role Government of Rwanda GoR Funding,Name Affiliation National Institute of Statistics of Rwanda Ministry of Finance and Economic Planning,Name Affiliation Role Ministry of Agriculture and Animal Resources Government of Rwanda,Name Abbreviation Role Government of Rwanda GoR Funding,Agriculture statistics are useful for monitoring progress on agriculture programs and policies in Rwanda. The government of Rwanda needs updated information on agricultural household in order to assist in addressing key agricultural issues and information needs that will inform policy makers and other stakeholders and allow more effective identification of priority intervention needs and to facilitate evidence-based decision making for the development of Agriculture sector.,"Data Description S0_General Informati on S1_Household members characteristics S2_Land tenure crops planted S3_Extension service s and agricultural p rogrammes S4_Funding during 20 16_2017 S5_Agricultural Inpu ts S6_Agricultural Prac tices S7_1_Agricultural sm all tools S7_2_Agricultural du rable tools S8_A_Production Use, storage and Expense s S8_B_Production Use, Storage and Expenses S9_Number of animals S10_1_Cattle milk pr oduction S10_2_Cattle milk pr oduction use S10_3_Honey producti on S11_Animal inputs an d services data_dictionary File Description Cases Variables S0_General Information This data file is related to agricultural household questionnaire Section 0. It contains data on identification of respondent and main activity done by household 23709 25 S1_Household members characteristics This data file is related to agricultural household questionnaire Section I. It contains data on household members characteristics 73665 27 S2_Land tenure crops planted This data file is related to agricultural household questionnaire Section II. It contains data on land tenure and crops planted during agricultural year 2016-2017 16057 30 S3_Extension services and agricultural programmes This data file is related to agricultural household questionnaire Section III. It contains data on extension services (household benefited from any extension service, type of extension service provided, cropping extension services received and livestock extension services) and agricultural programmes in 2016-2017 agricultural year 64228 24 S4_Funding during 2016_2017 This data file is related to agricultural household questionnaire Section IV. It contains data on funding during 2016-2017 agricultural year 16057 19 S5_Agricultural Inputs This data file is related to agricultural household questionnaire Section V. It contains data on agricultural inputs during 2016-2017 agricultural year (use of organic and inorganic fertilizer, use of pesticide and use of seed ) 16057 162 S6_Agricultural Practices This data file is related to agricultural household questionnaire Section VI. It contains data on agricultural practices (erosion control measures, irrigation and mechanization 16057 40 S7_1_Agricultural small tools This data file is related to agricultural household questionnaire Section VII. It contains data on agricultural small tools during 2016-2017 agricultural year 362203 13 S7_2_Agricultural durable tools This data file is related to agricultural household questionnaire Section VII. It contains data on agricultural 207049 13 S8_A_Production Use, storage and Expenses 35844 31 S8_B_Production Use,Storage and Expenses 34167 31 S9_Number of animals 32611 38 S10_1_Cattle milk production 3237 16 S10_2_Cattle milk production use 3989 15 S10_3_Honey production 16067 12 S11_Animal inputs and services 26500 20","Download the questionnaires, technical documents and reports that describe the survey process and the key results for this study. Files (2): AHS_ Questionnaire_2017.pdf; Agricultural Household Survey _2017_final.pdf",2,,"Overview Sampling Data Collection Data Access Export Metadata Overview Identification Country Rwanda Title Agricultural Household Survey 2017 Translated Title Agricultural Household Survey 2017 Study Type Agricultural Survey ID Number RWA-NISR-RAHS-2017-V0.1 Version Version Description Version 0.1 Edited anonymized dataset for public use Production Date 2017-07-28 Notes Data collection consists of two distinct phases: The first Phase, known as Listing of households, consists of visiting all sampled segments and after identifying a dwelling (household) enumerators through reading the definition of household to the household head, identify the number of households in that dwelling record the information on household's main activity whereby each household was asked if there is at least one household member who was engaged in cropping or/ and livestock during the agricultural year 2016/2017.the second phase consists of visiting agricultural household from listing, all of them were interviewed and records were taken using survey instruments.In this phase each sampled agricultural household is requested to provide information related to socio-economic characteristics of agricultural households, crop production, use of agricultural production, awareness of agriculture technology, government policies and programs, access to inputs, access to finance, agricultural assets and livestock numbers. For AHS 2017 NISR employed 200 field workers 168 enumerators, 23 Team leaders at district level, 7 regional supervisors and 3 data editors. Training was provided to all fieldwork personnel on the data collection methodologies associated with the use of GPS household location and computer tablet questionnaires used for data collection. The computer assisted personal interviewing data collection method allowed for very fast and efficient uploading and transfer of the enumerated data from the field to NISR headquarters for processing. The tablet software instruments (electronic version of the paper questionnaires) allowed for instantaneous checking of the respondent data and automatically directed the enumerator questioning to reduce non-sampling errors within the data collection. Overview Abstract Agriculture statistics are useful for monitoring progress on agriculture programs and policies in Rwanda. The government of Rwanda needs updated information on agricultural household in order to assist in addressing key agricultural issues and information needs that will inform policy makers and other stakeholders and allow more effective identification of priority intervention needs and to facilitate evidence-based decision making for the development of Agriculture sector. Kind of Data Sample survey data [ssd] Units of Analysis This seasonal agriculture survey focused on the following units of analysis: Agricultural Households for both household and individual level. Scope Notes The scope of 2017 Agricultural Household Survey was related to socio-economic characteristics of agricultural households, crop production, use of agricultural production, awareness of agriculture technology, government policies and programs, access to inputs, access to finance, agricultural assets and livestock numbers Coverage Geographic Coverage National coverage Universe All household members Producers and Sponsors Primary Investigator(s) Name Affiliation National Institute of Statistics of Rwanda Ministry of Finance and Economic Planning Other Producer(s) Name Affiliation Role Ministry of Agriculture and Animal Resources Government of Rwanda Funding Name Abbreviation Role Government of Rwanda GoR Funding Metadata Production Metadata Produced By Name Abbreviation Affiliation Role National Institute of Statistics of Rwanda NISR Ministry of Finance and Economic Planning Documentation of the study Date of Metadata Production 2019-02-18 DDI Document Version Version 0.1 Edited anonymized dataset for public use DDI Document ID RWA-NISR-RAHS-2017-V0.1","Data Description S0_General Informati on S1_Household members characteristics S2_Land tenure crops planted S3_Extension service s and agricultural p rogrammes S4_Funding during 20 16_2017 S5_Agricultural Inpu ts S6_Agricultural Prac tices S7_1_Agricultural sm all tools S7_2_Agricultural du rable tools S8_A_Production Use, storage and Expense s S8_B_Production Use, Storage and Expenses S9_Number of animals S10_1_Cattle milk pr oduction S10_2_Cattle milk pr oduction use S10_3_Honey producti on S11_Animal inputs an d services data_dictionary File Description Cases Variables S0_General Information This data file is related to agricultural household questionnaire Section 0. It contains data on identification of respondent and main activity done by household 23709 25 S1_Household members characteristics This data file is related to agricultural household questionnaire Section I. It contains data on household members characteristics 73665 27 S2_Land tenure crops planted This data file is related to agricultural household questionnaire Section II. It contains data on land tenure and crops planted during agricultural year 2016-2017 16057 30 S3_Extension services and agricultural programmes This data file is related to agricultural household questionnaire Section III. It contains data on extension services (household benefited from any extension service, type of extension service provided, cropping extension services received and livestock extension services) and agricultural programmes in 2016-2017 agricultural year 64228 24 S4_Funding during 2016_2017 This data file is related to agricultural household questionnaire Section IV. It contains data on funding during 2016-2017 agricultural year 16057 19 S5_Agricultural Inputs This data file is related to agricultural household questionnaire Section V. It contains data on agricultural inputs during 2016-2017 agricultural year (use of organic and inorganic fertilizer, use of pesticide and use of seed ) 16057 162 S6_Agricultural Practices This data file is related to agricultural household questionnaire Section VI. It contains data on agricultural practices (erosion control measures, irrigation and mechanization 16057 40 S7_1_Agricultural small tools This data file is related to agricultural household questionnaire Section VII. It contains data on agricultural small tools during 2016-2017 agricultural year 362203 13 S7_2_Agricultural durable tools This data file is related to agricultural household questionnaire Section VII. It contains data on agricultural 207049 13 S8_A_Production Use, storage and Expenses 35844 31 S8_B_Production Use,Storage and Expenses 34167 31 S9_Number of animals 32611 38 S10_1_Cattle milk production 3237 16 S10_2_Cattle milk production use 3989 15 S10_3_Honey production 16067 12 S11_Animal inputs and services 26500 20","Documentation Download the questionnaires, technical documents and reports that describe the survey process and the key results for this study. Questionnaires Agricultural household survey 2017 questionnaire 1.26 MB Author(s) National Institute of Statistics of Rwanda Date 2017-07-18 Country Rwanda Language English Download AHS_ Questionnaire_2017.pdf Reports Agricultural Household Survey (AHS) 2017 report 9.67 MB Author(s) National Institute of Statistics of Rwanda Date 2018-12-02 Country Rwanda Language English Download Agricultural Household Survey _2017_final.pdf",true
101,Agricultural Household Survey 2020,2020,National Institute of Statistics of Rwanda - Ministry of Finance and Economic Planning,,"Apr 19, 2022","Apr 19, 2022",1892280,https://microdata.statistics.gov.rw/index.php/catalog/101,1,https://microdata.statistics.gov.rw/index.php/catalog/101/get_microdata,Public use data files,Rwanda,,RWA-NISR-RAHS-2020-V0.1,2022-04-19,"This survey gathered information at the household level about basic agriculture indicators related to demographic household characteristics, farm characteristics, livelihood activities, crop information, livestock production, level of inputs use, agricultural practices, extension services, level of implementation of agricultural programs, the financial aspect of agricultural households, and other agriculture-related indicators. The information on crop production and productivity was not captured here as it is well recorded in the Seasonal Agricultural Survey (SAS) also conducted by NISR. Agriculture statistics are useful for monitoring progress on agriculture programs and policies in Rwanda. The government of Rwanda needs updated information on agricultural household in order to assist in addressing key agricultural issues and information needs that will inform policy makers and other stakeholders and allow more effective identification of priority intervention needs and to facilitate evidence-based decision making for the development of Agriculture sector.",,,Sample survey data [ssd],This seasonal agriculture survey focused on the following units of analysis: Agricultural Households for both household and individual level.,National coverage,Suvery is at district level. Agricultural Households for both household and individual level.,All household members,Primary Investigator(s) Name Affiliation National Institute of Statistics of Rwanda Ministry of Finance and Economic Planning Other Producer(s) Name Affiliation Role National Institute of Statistics of Rwanda Ministry of Finance and Economic Planning Producer of this Survey Funding Name Abbreviation Role Government of Rwanda GoR Funding,Name Affiliation National Institute of Statistics of Rwanda Ministry of Finance and Economic Planning,Name Affiliation Role National Institute of Statistics of Rwanda Ministry of Finance and Economic Planning Producer of this Survey,Name Abbreviation Role Government of Rwanda GoR Funding,"This survey gathered information at the household level about basic agriculture indicators related to demographic household characteristics, farm characteristics, livelihood activities, crop information, livestock production, level of inputs use, agricultural practices, extension services, level of implementation of agricultural programs, the financial aspect of agricultural households, and other agriculture-related indicators. The information on crop production and productivity was not captured here as it is well recorded in the Seasonal Agricultural Survey (SAS) also conducted by NISR. Agriculture statistics are useful for monitoring progress on agriculture programs and policies in Rwanda. The government of Rwanda needs updated information on agricultural household in order to assist in addressing key agricultural issues and information needs that will inform policy makers and other stakeholders and allow more effective identification of priority intervention needs and to facilitate evidence-based decision making for the development of Agriculture sector",Data Description Rwa_AHS_2020_Section _0 Rwa_AHS_2020_Section _1 Rwa_AHS_2020_Section _2.1 Rwa_AHS_2020_Section _2.2 Rwa_AHS_2020_Section _2.3 Rwa_AHS_2020_Section _3.1 Rwa_AHS_2020_Section _3.2 Rwa_AHS_2020_Section _4 Rwa_AHS_2020_Section _5 Rwa_AHS_2020_Section _6 Rwa_AHS_2020_Section _7.1 Rwa_AHS_2020_Section _7.2 Rwa_AHS_2020_Section _7.3 Rwa_AHS_2020_Section _8 Rwa_AHS_2020_Section _9 data_dictionary File Description Cases Variables Rwa_AHS_2020_Section_0 10666 16 Rwa_AHS_2020_Section_1 48726 26 Rwa_AHS_2020_Section_2.1 32888 44 Rwa_AHS_2020_Section_2.2 10666 82 Rwa_AHS_2020_Section_2.3 20046 22 Rwa_AHS_2020_Section_3.1 25329 23 Rwa_AHS_2020_Section_3.2 10666 49 Rwa_AHS_2020_Section_4 10666 59 Rwa_AHS_2020_Section_5 23250 31 Rwa_AHS_2020_Section_6 23250 41 Rwa_AHS_2020_Section_7.1 44148 25 Rwa_AHS_2020_Section_7.2 39776 31 Rwa_AHS_2020_Section_7.3 13011 33 Rwa_AHS_2020_Section_8 23250 31 Rwa_AHS_2020_Section_9 23250 30,"Download the questionnaires, technical documents and reports that describe the survey process and the key results for this study. Files (2): AHS_2020_Questionnaire_English.pdf; AHS_2020 report.pdf",2,missing_study_type;missing_scope_notes,"Overview Sampling Data Collection Data Access Export Metadata Overview Identification Country Rwanda Title Agricultural Household Survey 2020 ID Number RWA-NISR-RAHS-2020-V0.1 Version Version Description Version 0.1 Edited anonymized dataset for public use Production Date 2022-04-19 Overview Abstract This survey gathered information at the household level about basic agriculture indicators related to demographic household characteristics, farm characteristics, livelihood activities, crop information, livestock production, level of inputs use, agricultural practices, extension services, level of implementation of agricultural programs, the financial aspect of agricultural households, and other agriculture-related indicators. The information on crop production and productivity was not captured here as it is well recorded in the Seasonal Agricultural Survey (SAS) also conducted by NISR. Agriculture statistics are useful for monitoring progress on agriculture programs and policies in Rwanda. The government of Rwanda needs updated information on agricultural household in order to assist in addressing key agricultural issues and information needs that will inform policy makers and other stakeholders and allow more effective identification of priority intervention needs and to facilitate evidence-based decision making for the development of Agriculture sector Kind of Data Sample survey data [ssd] Units of Analysis This seasonal agriculture survey focused on the following units of analysis: Agricultural Households for both household and individual level. Coverage Geographic Coverage National coverage Geographic Unit Suvery is at district level. Agricultural Households for both household and individual level. Universe All household members Producers and Sponsors Primary Investigator(s) Name Affiliation National Institute of Statistics of Rwanda Ministry of Finance and Economic Planning Other Producer(s) Name Affiliation Role National Institute of Statistics of Rwanda Ministry of Finance and Economic Planning Producer of this Survey Funding Name Abbreviation Role Government of Rwanda GoR Funding Metadata Production Metadata Produced By Name Abbreviation Affiliation Role National Institute of Statistics of Rwanda NISR Ministry of Finance and Economic Planning Producer of this Survey Date of Metadata Production 2020-09-06 DDI Document Version Version 0.1 Edited anonymized dataset for public use DDI Document ID RWA-NISR-RAHS-2020-V0.1",Data Description Rwa_AHS_2020_Section _0 Rwa_AHS_2020_Section _1 Rwa_AHS_2020_Section _2.1 Rwa_AHS_2020_Section _2.2 Rwa_AHS_2020_Section _2.3 Rwa_AHS_2020_Section _3.1 Rwa_AHS_2020_Section _3.2 Rwa_AHS_2020_Section _4 Rwa_AHS_2020_Section _5 Rwa_AHS_2020_Section _6 Rwa_AHS_2020_Section _7.1 Rwa_AHS_2020_Section _7.2 Rwa_AHS_2020_Section _7.3 Rwa_AHS_2020_Section _8 Rwa_AHS_2020_Section _9 data_dictionary File Description Cases Variables Rwa_AHS_2020_Section_0 10666 16 Rwa_AHS_2020_Section_1 48726 26 Rwa_AHS_2020_Section_2.1 32888 44 Rwa_AHS_2020_Section_2.2 10666 82 Rwa_AHS_2020_Section_2.3 20046 22 Rwa_AHS_2020_Section_3.1 25329 23 Rwa_AHS_2020_Section_3.2 10666 49 Rwa_AHS_2020_Section_4 10666 59 Rwa_AHS_2020_Section_5 23250 31 Rwa_AHS_2020_Section_6 23250 41 Rwa_AHS_2020_Section_7.1 44148 25 Rwa_AHS_2020_Section_7.2 39776 31 Rwa_AHS_2020_Section_7.3 13011 33 Rwa_AHS_2020_Section_8 23250 31 Rwa_AHS_2020_Section_9 23250 30,"Documentation Download the questionnaires, technical documents and reports that describe the survey process and the key results for this study. Questionnaires AHS_2020_Questionnaire 308.53 KB Author(s) National Institute of Statistics of Rwanda Date 2020 Country Rwanda Language English Contributor(s) NISR Publisher(s) National Institute of Statistics of Rwanda Download AHS_2020_Questionnaire_English.pdf Reports Agricultural household survey 2020 Report 2.78 MB Author(s) National Institute of Statistics of Rwanda Date 2020 Country Rwanda Language English Download AHS_2020 report.pdf",true
123,Agriculture Household Survey 2024,2024,National Institute of Statistics of Rwanda - Ministry of Finance and Economic Planning,,"Oct 15, 2025","Oct 15, 2025",79396,https://microdata.statistics.gov.rw/index.php/catalog/123,1,https://microdata.statistics.gov.rw/index.php/catalog/123/get_microdata,Public use data files,RWANDA,,RWA-NISR-RAHS-2024-V0.1,2024,"The 2024 Agricultural Household Survey (AHS) of Rwanda covered 600 villages across 30 districts and collected data on crop and livestock production, farm practices, input use, extension services, finance, and environmental risks. The survey estimated 2.2 million agricultural households, mostly male-headed, with an average size of 4.4 persons. Farms are generally small, and major crops include legumes, cereals, tubers, bananas, and vegetables, while cattle, goats, and chickens are the most common livestock. Use of improved seeds, fertilizers, and extension services is widespread, though irrigation and mechanization remain limited. These findings highlight patterns in agricultural production, gender dynamics, and challenges facing Rwandan households, providing evidence to inform policy and development interventions.",,,,This Agriculture survey focused on the following units of analysis: Agricultural Households for both household and individual level.,National coverage,,All household members,Primary Investigator(s) Name Affiliation National Institute of Statistics of Rwanda Ministry of Finance and Economic Planning Other Producer(s) Name Affiliation Role National Institute of Statistics of Rwanda Ministry of Finance and Economic Planning(MINECOFIN) Data Producer Funding Name Abbreviation Role Government of Rwanda GoR Funding,Name Affiliation National Institute of Statistics of Rwanda Ministry of Finance and Economic Planning,Name Affiliation Role National Institute of Statistics of Rwanda Ministry of Finance and Economic Planning(MINECOFIN) Data Producer,Name Abbreviation Role Government of Rwanda GoR Funding,"The 2024 Agricultural Household Survey (AHS) of Rwanda covered 600 villages across 30 districts and collected data on crop and livestock production, farm practices, input use, extension services, finance, and environmental risks. The survey estimated 2.2 million agricultural households, mostly male-headed, with an average size of 4.4 persons. Farms are generally small, and major crops include legumes, cereals, tubers, bananas, and vegetables, while cattle, goats, and chickens are the most common livestock. Use of improved seeds, fertilizers, and extension services is widespread, though irrigation and mechanization remain limited. These findings highlight patterns in agricultural production, gender dynamics, and challenges facing Rwandan households, providing evidence to inform policy and development interventions.","Data Description AHS2024_Credits AHS2024_Saving AHS2024_Section0 AHS2024_Section1_HOU SEHOLD MEMBERS CHARA CTERISTICS AHS2024_Section2_LAN D TENURE AHS2024_Section3_4_C ROP GROWN, SEEDS AND PRODUCTION & AG RICULTURAL INPUTS AN D PRACTICES AHS2024_Section5_FRU ITS PRODUCTION AHS2024_Section6_EXT ENSION SERVICES AND AGRICULTURAL PROGRAM MES AHS2024_Section7_AGR ICULTURAL TOOLS AHS2024_Section8_SUS TAINABLE AGRICULTURE AHS2024_Section9_10_ 12_LIVESTOCK AND ANI MAL INPUTS EXPENDITU RES, AHS2024_Section11_1_ CATTLE MILK PRODUCTI ON AND USE AHS2024_Section11_2_ EGG PRODUCTION AHS2024_Section11_3_ HONEY PRODUCTION data_dictionary File Description Cases Variables AHS2024_Credits 5224 12 AHS2024_Saving 10342 14 AHS2024_Section0 3724 9 AHS2024_Section1_HOUSEHOLD MEMBERS CHARACTERISTICS 16292 142 AHS2024_Section2_LAND TENURE 23266 20 AHS2024_Section3_4_CROP GROWN, SEEDS AND PRODUCTION & AGRICULTURAL INPUTS AND PRACTICES 32616 331 AHS2024_Section5_FRUITS PRODUCTION 9193 16 AHS2024_Section6_EXTENSION SERVICES AND AGRICULTURAL PROGRAMMES 9286 30 AHS2024_Section7_AGRICULTURAL TOOLS 9981 20 AHS2024_Section8_SUSTAINABLE AGRICULTURE 3724 11 AHS2024_Section9_10_12_LIVESTOCK AND ANIMAL INPUTS EXPENDITURES, 9947 54 AHS2024_Section11_1_CATTLE MILK PRODUCTION AND USE 12209 40 AHS2024_Section11_2_EGG PRODUCTION 19077 17 AHS2024_Section11_3_HONEY PRODUCTION 9387 16","Download the questionnaires, technical documents and reports that describe the survey process and the key results for this study. Files (1): AHS 2024 Questionnaire.pdf",1,missing_study_type;missing_scope_notes,"Overview Sampling Data Collection Data Access Export Metadata Overview Identification Country RWANDA Title Agriculture Household Survey 2024 ID Number RWA-NISR-RAHS-2024-V0.1 Version Version Description Version 0.1 Edited anonymized dataset for public use Overview Abstract The 2024 Agricultural Household Survey (AHS) of Rwanda covered 600 villages across 30 districts and collected data on crop and livestock production, farm practices, input use, extension services, finance, and environmental risks. The survey estimated 2.2 million agricultural households, mostly male-headed, with an average size of 4.4 persons. Farms are generally small, and major crops include legumes, cereals, tubers, bananas, and vegetables, while cattle, goats, and chickens are the most common livestock. Use of improved seeds, fertilizers, and extension services is widespread, though irrigation and mechanization remain limited. These findings highlight patterns in agricultural production, gender dynamics, and challenges facing Rwandan households, providing evidence to inform policy and development interventions. Units of Analysis This Agriculture survey focused on the following units of analysis: Agricultural Households for both household and individual level. Coverage Geographic Coverage National coverage Universe All household members Producers and Sponsors Primary Investigator(s) Name Affiliation National Institute of Statistics of Rwanda Ministry of Finance and Economic Planning Other Producer(s) Name Affiliation Role National Institute of Statistics of Rwanda Ministry of Finance and Economic Planning(MINECOFIN) Data Producer Funding Name Abbreviation Role Government of Rwanda GoR Funding Metadata Production Metadata Produced By Name Abbreviation Affiliation Role National Institute of Statistics of Rwanda NISR Ministry of Finance and Economic Planning(MINECOFIN) Data producer Date of Metadata Production 2025-10-15 DDI Document ID RWA-NISR-RAHS-2024-V0.1","Data Description AHS2024_Credits AHS2024_Saving AHS2024_Section0 AHS2024_Section1_HOU SEHOLD MEMBERS CHARA CTERISTICS AHS2024_Section2_LAN D TENURE AHS2024_Section3_4_C ROP GROWN, SEEDS AND PRODUCTION & AG RICULTURAL INPUTS AN D PRACTICES AHS2024_Section5_FRU ITS PRODUCTION AHS2024_Section6_EXT ENSION SERVICES AND AGRICULTURAL PROGRAM MES AHS2024_Section7_AGR ICULTURAL TOOLS AHS2024_Section8_SUS TAINABLE AGRICULTURE AHS2024_Section9_10_ 12_LIVESTOCK AND ANI MAL INPUTS EXPENDITU RES, AHS2024_Section11_1_ CATTLE MILK PRODUCTI ON AND USE AHS2024_Section11_2_ EGG PRODUCTION AHS2024_Section11_3_ HONEY PRODUCTION data_dictionary File Description Cases Variables AHS2024_Credits 5224 12 AHS2024_Saving 10342 14 AHS2024_Section0 3724 9 AHS2024_Section1_HOUSEHOLD MEMBERS CHARACTERISTICS 16292 142 AHS2024_Section2_LAND TENURE 23266 20 AHS2024_Section3_4_CROP GROWN, SEEDS AND PRODUCTION & AGRICULTURAL INPUTS AND PRACTICES 32616 331 AHS2024_Section5_FRUITS PRODUCTION 9193 16 AHS2024_Section6_EXTENSION SERVICES AND AGRICULTURAL PROGRAMMES 9286 30 AHS2024_Section7_AGRICULTURAL TOOLS 9981 20 AHS2024_Section8_SUSTAINABLE AGRICULTURE 3724 11 AHS2024_Section9_10_12_LIVESTOCK AND ANIMAL INPUTS EXPENDITURES, 9947 54 AHS2024_Section11_1_CATTLE MILK PRODUCTION AND USE 12209 40 AHS2024_Section11_2_EGG PRODUCTION 19077 17 AHS2024_Section11_3_HONEY PRODUCTION 9387 16","Documentation Download the questionnaires, technical documents and reports that describe the survey process and the key results for this study. Questionnaires Questionnaire 644.23 KB Author(s) National Institute of Statistics of Rwanda Date 2024 Country Rwanda Language English Publisher(s) National Institute of Statistics of Rwanda Download AHS 2024 Questionnaire.pdf Reports Agriculture Household Survey 2024 Report Author(s) National Institute of Statistics of Rwanda Date 2024 Country Rwanda Language English Download https://www.statistics.gov.rw/sites/default/files/documents/2025-10/AHS%202024_Main%20report.pdf",true
